Gene Name,Classification ID,Cluster_Top_Terms
HERPUD1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CCL18,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CST3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
NAPSA,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
WFDC2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
POSTN,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SCGB3A2,-1,
PDIA4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
KRT8,-1,
HIF1A,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
SFTPD,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
DMBT1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD68,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
YAP1,3,Hippo Signaling (GO:0035329) | Negative Regulation Of Fat Cell Differentiation (GO:0045599) | Positive Regulation Of Osteoblast Differentiation (GO:0045669)
MUC5B,-1,
MGST1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MS4A7,-1,
EPCAM,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
NUCB2,-1,
CXCL13,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
PTPRC,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
FCER1G,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SPCS3,-1,
UBE2J1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
IL7R,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
HYOU1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
PDIA6,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CCL2,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
ITGAV,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
STAT6,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SEC11C,-1,
CGA,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
AGR3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
BMPR2,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
PLIN2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SCG2,-1,
SELENOS,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
NUTF2,-1,
WWTR1,3,Hippo Signaling (GO:0035329) | Negative Regulation Of Fat Cell Differentiation (GO:0045599) | Positive Regulation Of Osteoblast Differentiation (GO:0045669)
SSR3,-1,
VEGFA,5,Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028) | Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050) | Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)
AIF1,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
TGFB1,1,SMAD Protein Complex Assembly (GO:0007183) | Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391) | Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)
CD34,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MRC1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SOX4,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
LAMP3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
NKX2-1,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
LMAN1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
BCL2L1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
PRDX4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ERLEC1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
GSR,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
PDGFRB,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
ITM2C,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ITGA3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
FGF7,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
S100A8,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
IFIT1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
IFIT3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SMAD4,1,SMAD Protein Complex Assembly (GO:0007183) | Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391) | Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)
EHMT1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD14,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD4,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
NFKB1,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
TOP1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
FCN3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
FCGR3A,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
COL15A1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SPP1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ZEB1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
TRAC,-1,
AXL,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
CXCR4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
S100A9,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
GNG11,-1,
PDGFRA,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
SFRP4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
FABP4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ATF3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
IRF1,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
PCNA,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
HMGA1,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
DNAJB9,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
GPR183,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SLC25A4,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MMP7,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
AGER,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
KDR,5,Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028) | Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050) | Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)
MANF,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD52,-1,
FAS,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MYC,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
EGFR,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
HMOX1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
FKBP11,-1,
OAS2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MYDGF,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
PIM2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
LGALS1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CPA3,-1,
ATG7,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
AXIN2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CCL21,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
MARCO,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ANKRD28,-1,
UCHL3,-1,
UGDH,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ITGAX,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ATF6,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
PLVAP,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CXCL14,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
AKR1C2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SNAI2,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
TTC19,-1,
TGFB3,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
C20orf85,-1,
CD3E,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
GCLM,-1,
RTKN2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
KRT5,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
KRT15,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ACKR1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SFTA2,-1,
CD2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ATP2A3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
OAS3,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CEACAM5,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MSLN,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CLDN5,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
MCEMP1,-1,
CTHRC1,-1,
PPARG,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
HAVCR2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
FCGBP,-1,
SPRY2,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
C1QC,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
BPIFA1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
BAX,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
IFIT2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
BCL2L11,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SLC25A37,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
PLPP5,-1,
SLC2A1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD69,-1,
LPAR1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
SOX2,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
S100A2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD79A,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ITGB6,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
IL4R,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CRELD2,-1,
EMG1,-1,
SLC1A3,-1,
SOX9,6,Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508) | Positive Regulation Of DNA-templated Transcription (GO:0045893) | Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)
ITGAM,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
GZMA,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
KIT,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
S100A12,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
CD8A,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
IL32,-1,
BCL2,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
FGF2,5,Positive Regulation Of Endothelial Cell Chemotaxis (GO:2001028) | Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis (GO:0090050) | Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)
HAS2,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
ISG20,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
WNT5A,9,Macrophage Derived Foam Cell Differentiation (GO:0010742) | Foam Cell Differentiation (GO:0090077) | Negative Regulation Of Neural Precursor Cell Proliferation (GO:2000178)
CD86,4,Positive Regulation Of Intracellular Signal Transduction (GO:1902533) | Positive Regulation Of MAPK Cascade (GO:0043410) | Regulation Of ERK1 And ERK2 Cascade (GO:0070372)
CXCL9,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
NHSL2,-1,
CCL5,8,Positive Regulation Of Activation Of Janus Kinase Activity (GO:0010536) | Regulation Of Natural Killer Cell Chemotaxis (GO:2000501) | Negative Regulation Of T Cell Apoptotic Process (GO:0070233)
FOXJ1,0,Response To Endoplasmic Reticulum Stress (GO:0034976) | Defense Response To Bacterium (GO:0042742) | Defense Response To Symbiont (GO:0140546)
